"","Tweets","Language","Follower","favourites_count","friends_count","statuses_count","time_zone","id_str","location","coordinates","retweet_count","id_str_tweet","in_reply_to_status_id_str","Weekday","Month","DayOfMonth","Hour","Min","Sec","Timezone","Year"
"683","RT @michellecbby13: @lil_kt @tabbie_1998 I don't need to back up what I say, df? I WANT YOU TO, BUT YOU FUCKING WON'T.","en","118","161","110","3504",NA,"504582217","",NA,"1","223968506167836672",NA,"Sat","Jul","14","02","33","47","+0000","2012"
"684","Acesse nossa #fanpage e acompanhe tudo o que rola na @aimecbrasil ;) http://t.co/Z2xSOnwF","en","2620","0","2446","2457","Brasilia","48020722","Curitiba",NA,"0","224227613512704000",NA,"Sat","Jul","14","19","43","23","+0000","2012"
"685","interesting RT @miyoungleecbc: Siberian tigers from South Korea are now calling the Greater Vancouver Zoo home. Hana and Hani are sisters.","en","3419","12","1614","13143","Pacific Time (US & Canada)","63161780","Vancouver BC",NA,"0","224352788312887296",NA,"Sun","Jul","15","04","00","47","+0000","2012"
"686","@alecbaldwin so happy 30Rock is back..now if we could get @nbccommunity back on Thursday nights my life would be complete! ;)","en","27","6","148","3366",NA,"413383781","",NA,"0","160145501872857088","160145285593563136","Thu","Jan","19","23","43","57","+0000","2012"
"687","RT @alecbaldwin: I don't eat sugar anymore, but when I smell pancakes I can taste them.#phantompancakesyndrome /been there...","en","874","143","841","19366","Central Time (US & Canada)","144689281","chilango ",NA,"0","160147255075143680",NA,"Thu","Jan","19","23","50","55","+0000","2012"
"688","@alecbaldwin : Diabetes, the doctor, or the 'boss' telling you sugar is 'bad'?! Sugar is needed (in moderation)!","en","12","10","68","747",NA,"394623190","Various locales",NA,"0","160149012480131072","160146320764575744","Thu","Jan","19","23","57","54","+0000","2012"
"689","“@becbecBeccaa: ""@kma_marie: @becbecBeccaa cant wait to see you :)"" it's almost timeeeeee” well overdue and much needed","en","103","26","155","1517","Central Time (US & Canada)","428738379","",NA,"0","224862052286607361",NA,"Mon","Jul","16","13","44","25","+0000","2012"
"690","@whereswaldoecb back in da day shit","en","130","4","254","1501","Central Time (US & Canada)","371440725","Miami",NA,"0","225117636428693504","225112770616635393","Tue","Jul","17","06","40","01","+0000","2012"
"691","Check out our article featuring #jeffreycambell! #loveit bebold #welovesparkles #ecb  http://t.co/Sa15gtLN","en","50","12","346","200","Atlantic Time (Canada)","617423576","",NA,"0","225241225781977088",NA,"Tue","Jul","17","14","51","07","+0000","2012"
"692","@suecbmckee thanks Sue! Gosh I had better get a move on.... these things are popping up more now than ever before! :)","en","1107","89","1443","5200","Quito","39360538","Ontario",NA,"0","225245189382479874","225244798141997056","Tue","Jul","17","15","06","52","+0000","2012"
"693","ecb reference","en","547","12","9","466563","Mountain Time (US & Canada)","278900291","",NA,"0","225245701112733697",NA,"Tue","Jul","17","15","08","54","+0000","2012"
"694","The BBC broadcaster Jake Humphrey was awarded an honorary doctorate by the University of East Anglia for his... http://t.co/RNecbOVZ","en","6998","11","160","4481","London","263608353","East of England",NA,"0","225246506402328579",NA,"Tue","Jul","17","15","12","06","+0000","2012"
"695","Outside With Baby Cousin &amp; @ilovecbreezy21 &lt;3 ;*","en","76","8","81","5638","Hawaii","273028784","East Hartford ;)",NA,"0","225375103750389760",NA,"Tue","Jul","17","23","43","06","+0000","2012"
"696","Vai no SecureBrasil 2012? Junte-se ao evento no LinkedIn e comece já o networking e a troca de idéias #secb12 http://t.co/K2BZro9J","en","313","1","703","63","Brasilia","197545588","São Paulo, Brasil",NA,"0","225378790543605760",NA,"Tue","Jul","17","23","57","45","+0000","2012"
"697","@michellecbby13 ME TOO! XD","en","78","189","73","1337","Atlantic Time (Canada)","450192284","",NA,"0","225500744147664896","225500645480857600","Wed","Jul","18","08","02","21","+0000","2012"
"698","RT @michellecbby13: hairy toes, WTF.","en","78","190","73","1363","Atlantic Time (Canada)","450192284","",NA,"0","225502279241965569",NA,"Wed","Jul","18","08","08","27","+0000","2012"
"699","@B_L92 @alecbagguley hahaha they are gangster!","en","266","13","237","8750","Casablanca","375573082","The Hay",NA,"0","225624769700167680","225624356502515712","Wed","Jul","18","16","15","11","+0000","2012"
"700","just 1 days i can get 5000 followers,, do you want?? visit here http://t.co/Hecb38bf","en","8200","0","7900","4583","Bangkok","94662493","",NA,"0","225625583407742976",NA,"Wed","Jul","18","16","18","25","+0000","2012"
"701","RT @BstrawRadio: @greggdoylecbs joins #MadRadio next. If Knicks were wrong to lose Jeremy Lin, what are the #Rockets?","en","7075","1","886","11607","Central Time (US & Canada)","78420507","Houston, TX",NA,"0","225629232431251457",NA,"Wed","Jul","18","16","32","55","+0000","2012"
"702","@ILovecbssmile :p","en","398","253","894","3934",NA,"339255813","Come And Find Me o.O",NA,"0","160271951749849089","160140055351009280","Fri","Jan","20","08","06","25","+0000","2012"
"703","European Central Bank Paper: Shadow Banking in the Euro Area http://t.co/mAJbGuVU #intel","en","738","9","8","37250","Quito","327876145","",NA,"0","225752570143051777",NA,"Thu","Jul","19","00","43","01","+0000","2012"
"704","@thecb0mB possibly dno what it is pick  it up over in Spain. I have no strength it's horrible !!!","en","95","1","86","815",NA,"434400056",NA,NA,"0","225884044817223680","225883839094992897","Thu","Jul","19","09","25","27","+0000","2012"
"705","“@Pepe_Mulas: @mafbp @aleecb celos??”// siiiii","en","170","218","293","6299","Central Time (US & Canada)","43053247","",NA,"0","226009001517776896",NA,"Thu","Jul","19","17","41","59","+0000","2012"
"706","RT @andypulaski3: “Every time some yuppie drinks unsweet tea, a terrorist chokeslams a baby. Merica.” @alecbrumbaugh9 @tlohm7","en","133","135","230","782",NA,"500324919","",NA,"0","226009232217088001",NA,"Thu","Jul","19","17","42","54","+0000","2012"
"707","RT @gblemker: @ecbrandenburg @_HANcake @JoshHettinger @katie_hormann @lauren_ehle6 @need_for_shmead @liv_STRONG12 @RachelSowles y mis ot ...","en","202","3","111","3791",NA,"344290310","",NA,"0","226012491178733568",NA,"Thu","Jul","19","17","55","51","+0000","2012"
"708","I want you to join me in this amazing and unique opportunity to chart the future of #cdnmedia  http://t.co/KDwI9jwJ via @reimaginecbc","en","50","4","21","1369","Eastern Time (US & Canada)","228436589","Ottawa-Nepean",NA,"0","226014030484086784",NA,"Thu","Jul","19","18","01","58","+0000","2012"
"709","RT @ABFalecbaldwin: Congratulations to the writers, cast and crew of 30 ROCK for their sixth Emmy nomination in six seasons.","en","40","3","116","906","London","467395072","Manchester",NA,"332","226268461171630080",NA,"Fri","Jul","20","10","52","59","+0000","2012"
"710","#30ActorsThatILove @littlecbeadles","en","42","9","16","36",NA,"707459346","EVERYWHERE",NA,"0","226518953390911488",NA,"Sat","Jul","21","03","28","21","+0000","2012"
"711","#EatMyWords @sosa937 http://t.co/B3ecbXyI","en","0","3","0","6",NA,"540818728","Anaheim",NA,"0","226523059601944576",NA,"Sat","Jul","21","03","44","40","+0000","2012"
"712","Samime Sanay - Ben Sana Mecburum: http://t.co/VwKoN8P7 Fatihte bir gramafon çaliyor... ögrenciligimde pek severdim, keyifle dinleyin:)","en","2215","7","1910","28302","Greenland","80688914","Türkiye",NA,"0","226644564415479808",NA,"Sat","Jul","21","11","47","29","+0000","2012"
"713","@Littlecbeadles happy #DoctorStalkerAnniversary <U+2665> time flies. you're amazing. your #BeadlesBabes are proud of u :) http://t.co/KTy0gUw2","en","386","32","1078","1489","Pacific Time (US & Canada)","233737051","Stalkerville",NA,"0","226778287211421697",NA,"Sat","Jul","21","20","38","51","+0000","2012"
"714","@Songlover6 @littlecbeadles im gonna be there! So excited","en","693","1106","1748","12893","Alaska","184020887","homo chapel.",NA,"0","226907350110445568","226891001053196288","Sun","Jul","22","05","11","42","+0000","2012"
"715","@cbwiffeys @littlecbeadles NOT KIDDING. I KNOW HOW TO DANCE`.......LIKE A DYING FISH.","en","3680","1350","3605","30221","Central Time (US & Canada)","231006549","heaven †",NA,"0","226907597574393856","226907253993795584","Sun","Jul","22","05","12","41","+0000","2012"
"716","@Littlecbeadles if you follow me, i'll cry because that would be mean the world to me! :') #BEADLESBABES #9","en","36045","4373","199","67728","Jakarta","156537112","",NA,"0","226907664695820289",NA,"Sun","Jul","22","05","12","57","+0000","2012"
"717","Na hin continent media dey ova-hype him jorRT @intimatebanky: The guy dey ova hype hinsef na RT (cont) http://t.co/KkZ9HQ0Q","en","380","29","163","29858","West Central Africa","18921341","ÜT: 6.5781844,3.3916662",NA,"0","160396002468175872",NA,"Fri","Jan","20","16","19","21","+0000","2012"
"718","@ellecberry: lol you aren't ready for all that ma'am?","en","278","146","678","5789","Central Time (US & Canada)","47436685","RainbowLesbianLand",NA,"0","160396254138998784",NA,"Fri","Jan","20","16","20","21","+0000","2012"
"719","#FF my girls @LijoUGLY @stillgotitforcj @cjxtj @clapforcmbbxtch @lqueenstopher @dom_neversonlke @nataliecbe @istoleyagmaswig :))","en","1608","28","967","47519","Pacific Time (US & Canada)","184612672","Philly <U+2708> L.A.",NA,"0","160398946869579776","160398627666264064","Fri","Jan","20","16","31","03","+0000","2012"
"720","@alecbaldwin what state is that in?","en","330","37","1051","10371","Pacific Time (US & Canada)","36190947","Los Angeles, California",NA,"0","160399542452355073","160396207833874432","Fri","Jan","20","16","33","25","+0000","2012"
"721","RT @zetecbs: Desafio Aceito 12 – Matar o Seu Barriga “ao vivo” na Campus Party #CPBR5 http://t.co/apz4Bo4v via @naosalvo","en","370","0","0","27991",NA,"231684981","",NA,"0","227162367987961857",NA,"Sun","Jul","22","22","05","03","+0000","2012"
"722","@ClairedyCat @becbectweets be nice to too you n all Claire. Dunno about bec tho.","en","37","20","115","741",NA,"223631455","",NA,"0","227162711950254080","227162067914862592","Sun","Jul","22","22","06","25","+0000","2012"
"723","RT @IKatieBelieber: @Tjprodigy10 dancing on stage with @littlecbeadles  http://t.co/0ajflUxh","en","197","794","465","4146",NA,"189181637","",NA,"5","227164230275698688",NA,"Sun","Jul","22","22","12","27","+0000","2012"
"724","Mecburiyetten Counter Strike oynuyoruz","en","97","11","266","1119","Istanbul","350805573","Türkiye",NA,"0","227165677298012160",NA,"Sun","Jul","22","22","18","12","+0000","2012"
"725","#FOLLOWMECHRISTAINBEADLES I LOVE YOU SOO MUCH #BeadlesBabe .xx @littlecbeadles","en","440","1048","1512","2839","Hawaii","158949473","New Zealand",NA,"0","227286485844520960",NA,"Mon","Jul","23","06","18","15","+0000","2012"
"726","@Specbubble I felt honoured reading it","en","979","88","982","6359","Casablanca","238188802","UK",NA,"0","227288687845728256","227088708287987712","Mon","Jul","23","06","27","00","+0000","2012"
"727","@littlecbeadles can you please klik the follow button in my profile??????:)","en","312","35","222","1787","Bangkok","186717937","the world ._.",NA,"0","227288738185768960",NA,"Mon","Jul","23","06","27","12","+0000","2012"
"728","RT @BBerryforEGI: @littlecbeadles heyyy #billyywang, follow back my sweetpiee(@rizkanfw) please? She's amo you so much!!&lt;3 she needs  ...","en","255","31","118","11746",NA,"235881084","DreamLand<U+2661>",NA,"1","227289459589255168",NA,"Mon","Jul","23","06","30","04","+0000","2012"
"729","test, are u @littlecbeadles still on twitter? #BeadlesBabes","en","1042","93","681","19135","Pacific Time (US & Canada)","241541646","in heart's mom,dad and family<U+2665>",NA,"0","227289979682955265",NA,"Mon","Jul","23","06","32","08","+0000","2012"
"730","RT @Eugeteer: The boys at ""Key 103"" http://t.co/D2ecbmuf","en","349","581","886","6531","Atlantic Time (Canada)","524845946","CaNIALLda eh?",NA,"1","227412562415869952",NA,"Mon","Jul","23","14","39","14","+0000","2012"
"731","Ok RT @intimatebanky: Cydm RT @Quddus_007: Hmmm I gentle oh, Ramadan tins L<U+263A>l RT @intimatebanky: @Quddus_007 guy.....hafana","en","2855","67","2059","89627","Central Time (US & Canada)","201775493","",NA,"0","227415108362584065",NA,"Mon","Jul","23","14","49","21","+0000","2012"
"732","@Janoskiansb4by @littlecbeadles omg you would do that for me?!xx","en","831","143","802","3821","Pacific Time (US & Canada)","152612138","Scotland, unfortunately.",NA,"0","227539855373123584","227539635675467777","Mon","Jul","23","23","05","03","+0000","2012"
"733","BISNIS MODERN TANPA RESIKO: Bisnis dengan konsep modern, yakni penggabungan 2 sistem (MLM dan Afiliasi), sangat ... http://t.co/ecbwRQ60","en","4023","73","2560","95951","Jakarta","241205643","Jakarta",NA,"0","227671933980921856",NA,"Tue","Jul","24","07","49","53","+0000","2012"
"734","@nicolecbursey hahahahahahahahahaha","en","155","0","99","551","Eastern Time (US & Canada)","135321633","",NA,"0","227801051456221185","227800798866849792","Tue","Jul","24","16","22","57","+0000","2012"
"735","@becbianchini obrigaaaaaaada","en","153","236","123","18722","Brasilia","73932177","Rio de Janeiro",NA,"0","228125191459442689","228124347141869568","Wed","Jul","25","13","50","58","+0000","2012"
"736","Daily Hideki <U+7D19><U+304C><U+66F4><U+65B0><U+3055><U+308C><U+307E><U+3057><U+305F>! http://t.co/J1ecbOCf <U+25B8> <U+672C><U+65E5><U+30C8><U+30C3><U+30D7><U+30CB><U+30E5><U+30FC><U+30B9><U+3092><U+63D0><U+4F9B><U+3057><U+3066><U+304F><U+308C><U+305F><U+307F><U+306A><U+3055><U+3093>: @ClintonNews @hidekih","en","648","589","292","22445","Tokyo","6169872","Narita, Japan",NA,"0","228248659169538050",NA,"Wed","Jul","25","22","01","35","+0000","2012"
"737","What #NapTime looks like in #myLyF3 #SleepingMuisk #instasleep #instanap #instaZzzzzzz #instadaily #instacat http://t.co/GCecbzHb","en","711","49","950","11417","Central Time (US & Canada)","25036223","DALLAS/MIAMI/LA/NYC",NA,"0","228251117040046080",NA,"Wed","Jul","25","22","11","21","+0000","2012"
"738","Zaman mükemmel bir ögretmendir ama ilerledikce tüm ögrencilerini öldürmeye mecburdur.","en","912","0","2003","147",NA,"410258672","Ensenizdeyim-Right behind you",NA,"0","160530471883767808",NA,"Sat","Jan","21","01","13","41","+0000","2012"
"739","What I like hearing: the rise of #social, #PR, #realcontent http://t.co/zsxsecb8 via @forbes","en","98","4","117","756","Eastern Time (US & Canada)","412150008","New York, New York",NA,"0","228500074173431808",NA,"Thu","Jul","26","14","40","37","+0000","2012"
"740","@nataliecben Lmfaao get an instragram !","en","201","2","219","1375","Eastern Time (US & Canada)","387113116","",NA,"0","228504654345031681","228504471125258240","Thu","Jul","26","14","58","49","+0000","2012"
"741","RT @ABFalecbaldwin: Joseph Gordon-Levitt is truly great in 
DARK KNIGHT.","en","23","1","307","1032",NA,"379958025","San Antonio",NA,"259","228631880151470080",NA,"Thu","Jul","26","23","24","22","+0000","2012"
"742","RT @ABFalecbaldwin: Joseph Gordon-Levitt is truly great in 
DARK KNIGHT.","en","149","347","256","8651","Eastern Time (US & Canada)","325294414","",NA,"268","228632454766944258",NA,"Thu","Jul","26","23","26","39","+0000","2012"
"743","RT @ABFalecbaldwin: Christian Bale is such a great film actor.
Gary, too.","en","57","49","115","1249","Belgrade","223497884","montenegro",NA,"173","228632920343052289",NA,"Thu","Jul","26","23","28","30","+0000","2012"
"744","RT @ABFalecbaldwin: Great acting in films is so rare. So inspiring.
Christian Bale, Gary Oldman, Tom Hardy, Michael Caine, Joseph Gordon ...","en","44","6","120","249","Pacific Time (US & Canada)","289146099","Seattle, WA",NA,"328","228634010862116865",NA,"Thu","Jul","26","23","32","50","+0000","2012"
"745","RT @ABFalecbaldwin: Great acting in films is so rare. So inspiring.
Christian Bale, Gary Oldman, Tom Hardy, Michael Caine, Joseph Gordon ...","en","235","81","209","1060","Quito","180519810","Tallahassee!",NA,"355","228635730509967360",NA,"Thu","Jul","26","23","39","40","+0000","2012"
"746","“@ABFalecbaldwin: Joseph Gordon-Levitt is truly great in 
DARK KNIGHT.”

The new Robin, perhaps?","en","348","34","305","4603","Pacific Time (US & Canada)","58665713","adventure L.A.andia",NA,"0","228636632306298880",NA,"Thu","Jul","26","23","43","15","+0000","2012"
"747","Loool*RT @intimatebanky: Love me jeje.....love me TENDer  RT @iam_segun: I wanna tend today!!!""","en","918","51","875","18117",NA,"236746835","Somewhere on earth...",NA,"0","228759974216605696",NA,"Fri","Jul","27","07","53","22","+0000","2012"
"748","Broke down in tears at a restaurant after the meet and greet because I missed @littlecbeadles already...","en","363","2","806","696","Eastern Time (US & Canada)","511361332","",NA,"0","228763040223469568",NA,"Fri","Jul","27","08","05","33","+0000","2012"
"749","@pat_basi @aztecbeybe @dalmaciojohn @mayzon23 @missjanettttt I really had a great time with you guys. Wish we can do it every friday! lol :)","en","57","0","171","345",NA,"632577293","",NA,"0","228884545045405697","228879349330350080","Fri","Jul","27","16","08","22","+0000","2012"
"750","@Britney_2013 @littlecbeadles nahh :) im seriously not!! Yew are!! And yes we really do love yew christian soo much!!:)","en","473","2753","1030","8571","Hawaii","538945555","",NA,"0","228888588358672384","228888322968256512","Fri","Jul","27","16","24","26","+0000","2012"
"751","@alecbyrnez @kevinmd34 @ballinatitsbest @katieheikkinenn alpha male #gayestbio #stfu","en","169","77","162","362",NA,"370155182","lifes a party. #futurefrat",NA,"0","228888722576388096","228886290798624768","Fri","Jul","27","16","24","58","+0000","2012"
"752","@Guyinthecbox that's my move when I have to call Mexico.","en","161","25","256","6452","Eastern Time (US & Canada)","14129176","Indiana",NA,"0","228889032929722369","228878314054496256","Fri","Jul","27","16","26","12","+0000","2012"
"753","@alecbrumbaugh9 score all day","en","277","56","151","9182","Atlantic Time (Canada)","301485904","E-town",NA,"0","229269649236324352","229269546077401088","Sat","Jul","28","17","38","38","+0000","2012"
"754","@anegar @littlecbeadles I'm not a fan ha ha hA","en","604","60","70","11802","Central Time (US & Canada)","286957135","pce out a town",NA,"0","229270286791483392","229270064099115008","Sat","Jul","28","17","41","10","+0000","2012"
"755","@DaneilleB96 @littlecbeadles CHRISTIAN FOLLOW HER !!!","en","264","291","443","2744",NA,"594766605","Booyyyyssss",NA,"0","229271834498048002","229271236188962816","Sat","Jul","28","17","47","19","+0000","2012"
"756","Relationship Status : Single to In A Relationship! I guess @littlecbeadles wasn't cheating on me after all (; 11 x","en","988","143","1264","2524","Central Time (US & Canada)","339147098","Where I'm Meant To Be ",NA,"0","229394845016403968",NA,"Sun","Jul","29","01","56","07","+0000","2012"
"757","@shanecbryson hell yea! 5th row","en","121","90","190","454",NA,"541925272","South Carolina",NA,"0","229395058955264000","229283452485251073","Sun","Jul","29","01","56","58","+0000","2012"
"758","@xEve_Gracex @littlecbeadles yh that does sound kinda wrong.... Woops lol","en","95","255","108","764","Eastern Time (US & Canada)","600506847","Everywhere",NA,"0","229396631810871296","229396328491393024","Sun","Jul","29","02","03","13","+0000","2012"
"759","@Littlecbeadles that awkard moment when a true ""fan"" believes it and is mad at you. they obviously wouldnt want you to happy","en","449","433","866","2801","Central Time (US & Canada)","252364974","",NA,"0","229396669547028480",NA,"Sun","Jul","29","02","03","22","+0000","2012"
"760","@candacecbure @my3joys you guys look great!! Miss you both lots!","en","447","1","195","11961","Quito","33920141","land of unpredicatable weather",NA,"0","229397349041045504","229395108712304641","Sun","Jul","29","02","06","04","+0000","2012"
"761","Done @intimatebanky: @eboghomen ffbk pls","en","241","29","350","8926",NA,"276149113","In your head",NA,"0","160658280715259906",NA,"Sat","Jan","21","09","41","33","+0000","2012"
"762","RT @Hasim_HAKTAN: Bilinmeyen twitter gercegi http://t.co/Jc9ITLPv #bekarsanmecbur #dijitalask #takipedenitakipederim","en","36","430","5","1283","Baghdad","170230259","",NA,"5","229655445525102592",NA,"Sun","Jul","29","19","11","39","+0000","2012"
"763","@jakecba do you really?;) x","en","248","8","154","3294",NA,"20927564","",NA,"0","229656246645571584","229655974506532865","Sun","Jul","29","19","14","50","+0000","2012"
"764","News Analysis: A Time for Follow-Up as European Central Bank Meets: At a meeting this week, Mario Draghi, the president of the Europe...","en","59","0","5","2678",NA,"710776945","",NA,"0","229778472850030592",NA,"Mon","Jul","30","03","20","31","+0000","2012"
"765","@JelloPuss @Specbubble yeah, OK, that too","en","822","94","1441","35740","Hawaii","29790337","Glasgow, Scotland",NA,"0","230034975494393856","230032065427562496","Mon","Jul","30","20","19","46","+0000","2012"
"766","RT @waoh123: @whereswaldoecb ROFLMFAOO died alittle","en","446","69","431","14597","Arizona","379350348","",NA,"1","230038003777687555",NA,"Mon","Jul","30","20","31","48","+0000","2012"
"767","@Direcbiebtioner HAHAHA TAE GUSTO KO NG KWEKWEK.","en","1003","4170","548","45640","Pacific Time (US & Canada)","64161553","",NA,"0","230287774606057472","230287410993442816","Tue","Jul","31","13","04","18","+0000","2012"
"768","1 saat icinde bize en cok #FF gonderen 10 kisiye tam 500 takipci hediye! 1 saat sonra yarisma biter #takipedenitakipederim. RT mecburidir","en","89710","325","6603","5396","London","80231800","Turkiye",NA,"0","230292711314436097",NA,"Tue","Jul","31","13","23","55","+0000","2012"
"769","RT @LittlecBeadles: “@SkylarDayne: I love @moetheprince &amp; @littlecbeadles” But I know u love me more! thanx 4 singing @ M&amp;G in C ...","en","3883","56","2513","5450","Mountain Time (US & Canada)","319228145","",NA,"303","230420406874546177",NA,"Tue","Jul","31","21","51","20","+0000","2012"
"770","@becbrookes You know I know you know I know but do you know I know?","en","121","36","305","13905","London","41150765","Hailsham / New Malden",NA,"0","230421740650647552","230421512572780547","Tue","Jul","31","21","56","38","+0000","2012"
"771","@candacecbure. God bless you for taking a stand!! You will gain more than you lose. :)","en","24","9","68","294",NA,"377202095","Mcminnville, Tn",NA,"0","230807167849095168","230761239490482176","Wed","Aug","01","23","28","11","+0000","2012"
"772","RT @alecbaldwin: Three Sisters Mountains on a ride back to Calgary Airport... http://t.co/BAQqWZOg","en","58","61","54","683","Pacific Time (US & Canada)","27829924","",NA,"58","160780221715456000",NA,"Sat","Jan","21","17","46","06","+0000","2012"
"773","@candacecbure Soon before you know it, they'll be dating. :)","en","145","70","380","5816","Eastern Time (US & Canada)","45835379","Colonizing life on Mars",NA,"0","160785179366002688","160784569124126720","Sat","Jan","21","18","05","48","+0000","2012"
"774","@vaneeemari @littlecbeadles That sucks...","en","103","7","317","1428","Hawaii","618509262","All Around The World",NA,"0","230928274186981376","230928137930813440","Thu","Aug","02","07","29","25","+0000","2012"
"775","@yolakin Thx for being my follow up crush after @candacecbure. I was clearly delusional. Thanks for fighting for #equality. &lt;3 u even more!","en","361","7","654","2872","Pacific Time (US & Canada)","336936114","Los Angeles, CA",NA,"0","230933030506741760",NA,"Thu","Aug","02","07","48","19","+0000","2012"
"776","Debt crisis: live: Investors look for bold action from European Central Bank president Mario Draghi to quell the... http://t.co/C9AZdfgl","en","239","2","166","20055","London","190423179","UK",NA,"0","230934171374211072",NA,"Thu","Aug","02","07","52","51","+0000","2012"
"777","Assurances but No Action by European Central Bank: United States stock futures slid on Thursday morning with no... http://t.co/TQJH3Xdp","en","350","68","311","47608","Central Time (US & Canada)","139956054","Helsinki",NA,"0","231056930276245504",NA,"Thu","Aug","02","16","00","39","+0000","2012"
"778","RT @ABFalecbaldwin: Happy Birthday to the Great Tony Bennett!!

@itstonybennett

#happybirthdaytony","en","1214","998","441","49994","Pacific Time (US & Canada)","31173627","California",NA,"30","231437995381751808",NA,"Fri","Aug","03","17","14","52","+0000","2012"
"779","Victorian Paper Mache Dress Form On Wooden Stand	http://t.co/SyxFWecb	at Bonanza","en","1653","2","1633","39929","Hawaii","383380966","",NA,"0","231590282158813184",NA,"Sat","Aug","04","03","20","00","+0000","2012"
"780","RT @louisecbenjamin: Like Louise hazel just bossed that javelin and the commentator wants to randomly say ""we hope Jess can do that too"" ...","en","141","109","191","1694","London","462157811","",NA,"1","231718606893879296",NA,"Sat","Aug","04","11","49","55","+0000","2012"
"781","RT @rebecca_becbec: Another two golds in the rowing #thanks #WeWillTakeThat #Olympic2012 <U+E131><U+E312>","en","128","76","220","2393",NA,"390390025","High Wycombe",NA,"0","231719810633973760",NA,"Sat","Aug","04","11","54","42","+0000","2012"
"782","RT @katebanks11: Congratulations Jessica Ennis, amazing!! #Olympics2012","en","129","3","251","2744","London","61792184","Birmingham Uk",NA,"5","231847694971310081",NA,"Sat","Aug","04","20","22","52","+0000","2012"
"783","I gained 14 followers and  lost 13 followers today (checked by http://t.co/cWecbZ6b) [autotweet]","en","2520","327","748","38186","Brasilia","196687886","lorenanda #rs",NA,"0","231971947045593088",NA,"Sun","Aug","05","04","36","36","+0000","2012"
"784","@UnknownArtist_ yataginda yatiyor ama yatmak istemiyor:-/Mecbur aldim kucagima sapsali:) Ama böyle gitmez ki!","en","778","246","495","12669","London","63728839","",NA,"0","232097675489718272","232097167945392129","Sun","Aug","05","12","56","12","+0000","2012"
"785","Amateuristisch gebeuren bij #NEC in Nijmegen. Wat een lachertje. #necbla","en","291","19","325","5980",NA,"188775656","Ede",NA,"0","232101857223385088",NA,"Sun","Aug","05","13","12","49","+0000","2012"
"786","@godsgirl8494 haha aaw that's not nice @littlecbeadles!","en","347","230","210","22441","Amsterdam","275617346","teamjazzybieber.tumblr.com",NA,"0","153997826588819456","153989292425883649","Tue","Jan","03","00","35","17","+0000","2012"
"787","@isabelaecb ta sim, é só umas coisas aqui msm :c","en","398","210","382","39167","Greenland","234095745","sp, brazil",NA,"0","154001278526169088","154000862946131968","Tue","Jan","03","00","49","00","+0000","2012"
"788","RT @alecbaldwin: Gingrich is a shape shifter","en","5","0","26","49","Central Time (US & Canada)","248267894","Northeast",NA,"100+","160907732747157505",NA,"Sun","Jan","22","02","12","47","+0000","2012"
"789","@candacecbure candace notice me! It would mean the world to me :) btw full house was my favorite show growing up <U+2665> love it :)","en","1304","104","1793","11664","Eastern Time (US & Canada)","235269109","United States",NA,"0","232355566461255681",NA,"Mon","Aug","06","06","00","58","+0000","2012"
"790","Investors and politicians are still grappling with the significance of comments on sovereign debt purchases by European Central Bank.","en","112","89","159","2409","Greenland","218081534","Norway",NA,"0","232355704881680384",NA,"Mon","Aug","06","06","01","31","+0000","2012"
"791","RT @romainecb: i fall back if i feel unwanted .","en","247","7","242","6537","Pacific Time (US & Canada)","365193561","",NA,"0","232484117709733890",NA,"Mon","Aug","06","14","31","47","+0000","2012"
"792","Beni tek basima palladiuma gitmeye mecbur eden arkadaslarim.Insafsizlar.Hainler.","en","161","24","153","1148","Quito","227440849","",NA,"0","232485002703695872",NA,"Mon","Aug","06","14","35","18","+0000","2012"
"793","Evet annem bi suredir sehir disinda bu yuzden yeni kesifler yapiyorum, #mecburiyetten","en","117","22","195","1249","Istanbul","306424296","NY",NA,"0","232614828986998784",NA,"Mon","Aug","06","23","11","11","+0000","2012"
"794","@mouchecbt that's what I did ..","en","1174","11","862","20151",NA,"220791926","Nawfcyde Beaumont Texas",NA,"0","232742180626788352","232742072732508160","Tue","Aug","07","07","37","14","+0000","2012"
"795","@NicholasArthur #NBG diaper","en","154","424","102","3565","Eastern Time (US & Canada)","151977140","Hyrule",NA,"0","232866151691083776","232863418212823041","Tue","Aug","07","15","49","51","+0000","2012"
"796","aaa hatrlamiom, özlemiorum seni, unuttum vb #gecbulaflari cok ucuz.","en","46","4","94","1789","Istanbul","347819010","Tirana/Albania",NA,"0","232990844125331456",NA,"Wed","Aug","08","00","05","20","+0000","2012"
"797","@ABFalecbaldwin Join the movement against racism by writing ""My name is(ur name) &amp; #MyHeartSeesNoColour "" Spread peace &amp; L.O.V.E #EndRacism","en","579","52","655","2075","Greenland","158311740","51.539649,-0.132639",NA,"0","232993079718731776",NA,"Wed","Aug","08","00","14","13","+0000","2012"
"798","@rosecbruce fuck! Haha. I pegi batu 7, batu 16, serian. Wuuu best sgt. Haha","en","113","2","116","2065","Kuala Lumpur","419449116","Sarawak, Borneo ",NA,"0","233127184171147264","233126732482375682","Wed","Aug","08","09","07","06","+0000","2012"
